id,genre,trackName,artistName,valence,energy
3CUFFu1ifUMeRozLhbTdgr,ambient,Newborn,Lowlakes,0.136,0.523
4zCW67IiFeNEdYuSUn9cCP,anime,storia,Kalafina,0.409,0.609
2Fw6cP2toCq1zQlVYIC7lf,anime,るなティックワード,Luna Haruna,0.357,0.941
6nfwuH777JDgwotCUGBHya,anime,RESTART,ClariS,0.83,0.974
2WAh0ViRAtzn8QRIcQtdUr,anime,MEMORIA,Eir Aoi,0.428,0.825
2zcceHJcvzXBwfhC8WImXK,anime,あなたにVacuum!〜ちょいかため〜,Lisp,0.623,0.817
4N70xPyz4LRQhCGmaGqgUt,anime,おかしな帽子屋,かと*ふく,0.453,0.772
12latwizXxelDp7CzIyS6A,anime,infinity beyond,Mashiro Ayano,0.373,0.942
76Cj0zGrobQE7WsoNQBdxq,anime,愛について - Agape,Taro Umebayashi,0.0398,0.25
1HgyarDOrulXpx7K5JlwWY,anime,パンピナッ!,Prizmmy☆,0.525,0.947
4kQXQMJrlKBUFwX0S6JW4S,anime,運命の女神 - Team. S ver.,"Wake Up, Girls!",0.882,0.949
0CD0AWrX4rR0HuBAiEHHBW,black-metal,Tuistos Herz,Burzum,0.0356,0.305
6MeAj0jy2lz8zuSAfvdK1U,black-metal,Through the Halls of Eternity,Immortal,0.017,0.997
0qV4uYVz6wjQebk7UACtkW,black-metal,Equimanthorn,Dark Funeral,0.0892,0.964
6m1PiaLhyoJGJC7tMtE5X9,black-metal,Son Of Damned,Bathory,0.423,0.926
6XsUgFZ3TIBuQNIHw1z1Jb,black-metal,Limbs Of Worship,Marduk,0.0728,0.99
4oYlzbbhhQQ809iw47PGtW,black-metal,Knokkelmann,Carpathian Forest,0.281,0.921
2K6yCozK6a9KRkBWFx2gxk,black-metal,Feathers Fell,Dissection,0.391,0.188
690ATE31iP60aAO0J9PvW4,black-metal,The Wanderer - Instrumental,Emperor,0.0395,0.608
2aQ64qPjLFwB0uvEfjnbCC,black-metal,Turn the Sign of the Microcosm (Snu Mikrokosmos' Tegn),Burzum,0.0446,0.902
0pq1WStnwZS06YSh8ANBeo,black-metal,Outlaw,Watain,0.119,0.989
1UZbdJcY2jLM2HdZVJpmQ9,bluegrass,Along About Daybreak,Bill Monroe & His Blue Grass Boys,0.424,0.0989
7KZ5GAoYklpIHQrs9WV60H,bluegrass,Hear The Willow Cry,The Steeldrivers,0.902,0.589
1dcm8pmB1eOdvInOhORxje,bluegrass,Roll In My Sweet Baby's Arms,Nitty Gritty Dirt Band,0.829,0.564
3hF7gCSBoshG3GHUUV8otI,bluegrass,My Opening Farewell,Alison Krauss & Union Station,0.244,0.3
6ghXD44kT8wqM1hty9NGgO,bluegrass,Attaboy,Various Artists,0.588,0.387
1gCzS6LuqFWPFD0UE1bINb,bluegrass,The Woman and the Bell,Punch Brothers,0.157,0.31
7aasVRiY3nzHmzB9EAEtY3,bluegrass,In God's Country,The Infamous Stringdusters,0.413,0.576
4GsN56PtulWa8EtJNKcpaj,bluegrass,Long Time Gone,Darrell Scott,0.9,0.502
3lNzk7TZyTpDwViPeMJgg9,bluegrass,I'm Going To Make Heaven My Home,Earl Scruggs,0.617,0.389
7oKm94sc382ss1EhS48TCg,bluegrass,Girl Of The North Country,Sam Bush,0.677,0.551
3L60Vu9qmY6fg2QroRIxgi,blues,Cry Baby,Janis Joplin,0.504,0.418
63vJRHgZyFTMUaMtkdiD2g,blues,All I Could Do Was Cry,Etta James,0.613,0.348
7A9rUcLyatjR0FvJFkmfIw,blues,Too Rolling Stoned - 2007 Remastered Version,Robin Trower,0.37,0.622
7kWhdmRYv8CqbWNqfojqVd,blues,Let's Stay Together,Al Green,0.502,0.273
2lpO1Bp5EMdosb9AJxNfN5,blues,I Won't Do That,Joe Louis Walker,0.522,0.835
0oQtjAjUeksVd9gHE5fl02,blues,Drown in My Own Tears,Ray Charles,0.404,0.177
6mGy6bzPJ6hrgPnVJZCEd4,blues,Crossroads - 2008 Remaster,Ry Cooder,0.744,0.736
6D3CM7JLJCpVQ48tGSCVCb,blues,The Things (That) I Used to Do,Stevie Ray Vaughan,0.484,0.611
2XJBHxDHgimhJ67fzpp8Ip,blues,Your Heart Is As Black As Night,"Beth Hart, Joe Bonamassa",0.169,0.449
49HpLbZHUWi24SeTZKRksQ,blues,Don't You Lie To Me (I Get Evil) - 2002 Digital Remaster,Gary Moore,0.777,0.829
4dqNkPgl9t0MNmE70tAuyr,bossanova,"A Bênção, Bahia!",Vinícius de Moraes,0.826,0.782
27PtpvXfgJ9swgwqYopTSq,bossanova,Amanhã,Bossa Jazz Trio,0.728,0.538
02CPTzD7WKjKplja2gXfV7,bossanova,É Preciso Perdoar,Bossacucanova,0.732,0.89
3s9B0pzI5G1KfA312KwJku,bossanova,Errinho à Toa,Wanda Sá,0.895,0.534
7tKo2fr1Muzpvps7vLi6C5,bossanova,Cade Voce? - Instr.,Bebel Gilberto,0.595,0.65
3t9W5A0Buruunc8SJwUB0a,bossanova,Triste Alegria,Miúcha,0.82,0.456
1cgApuOOH2gxgT7d5vIKMV,bossanova,Pedro Brasil,Rosa Passos,0.684,0.467
3vfTZJNAR9zqZfqqJSpo2j,bossanova,Sua Revelação,Ale Vanzella,0.244,0.355
1oVpkzGOrXzvyCoAabQ6Ae,bossanova,E Luxo So,Joao Gilberto & Astrud Gilberto,0.783,0.275
7GQHhqNRa76hsUDLscjwSM,bossanova,Theme from Route 66,Laurindo Almeida and The Bossa Nova All Stars,0.724,0.389
0PgsB53yhlKs8D19LgYU4i,brazil,Se...,Djavan,0.498,0.392
7IlN4RrC4oILrQJ1xsBM3f,brazil,Hoje Eu Quero Sair Só,Lenine,0.699,0.597
4MYTwzia07JVDvMes0y0qY,brazil,O Vento,Various Artists,0.839,0.685
7ATfTQCF4OGSY91yKk42km,brazil,Um Minuto Para O Fim Do Mundo,CPM 22,0.67,0.973
3KYlOzxN5xO7eEauO1VF06,brazil,Velha Infancia - 2004 Digital Remaster;,Tribalistas,0.574,0.596
0cWA7zp6HZm5lqdmozH0TF,brazil,Dois Rios,Skank,0.381,0.621
31NSDwCjIRYaPJW3tNNGUv,brazil,Alforria,Forfun,0.917,0.849
266WEiJhZI1dNUcOqr7Yzi,brazil,Infinita Highway,Engenheiros Do Hawaii,0.812,0.798
6ttKOudrrD5yjt4saUjhNa,brazil,Faroeste Caboclo,Legião Urbana,0.444,0.549
1Sq5WIPVCs0fMODkLpFxZL,brazil,The Girl From Ipanema,Kincade,0.746,0.606
7G4U7IDXXPz1PFlKpfDGoZ,breakbeat,The Horror,RJD2,0.386,0.894
5dothA2CJsYxayUlAiZ8CS,breakbeat,Cramp Your Style,Various Artists,0.777,0.885
7hqtsTQZSOzGmM1sqreXTa,breakbeat,On & On,Various Artists,0.892,0.977
68FNfH8S9i4489IJ2YRmdP,breakbeat,Injected With A Poison - Adams Power Mix,Praga Khan,0.355,0.992
1dPZC3LbZjsYZmVPSnuwKp,breakbeat,The Garden,Cut Chemist,0.693,0.831
4dTMU4O2DdyIlRlss7v9UP,breakbeat,Insane in the Brain,Cypress Hill,0.77,0.705
5YHLNVCXesRkxCq5lRuIWW,breakbeat,Shake It Up - Stanton Warriors Remix,Stanton Warriors,0.774,0.897
1RADWAGoZRJod22HVKahvC,breakbeat,"Future Sound Of Breaks Volume 2.0 - Continuous Mix - Feat. DJ Icey, Krafty Kuts, Deekline and Ed Solo, Hyde, Hydraulix",Eric Berretta,0.246,0.692
6MZAfPueIvw0a86iHQOCFw,breakbeat,The Outsider,Lack Of Afro,0.46,0.836
7bdDULyOUqNyWu6XPeAnSO,breakbeat,50 Ways to Leave Your Lover,Paul Simon,0.341,0.383
3l8dM1wjgFh98jpiq5ZCe7,british,Jump into the Fog,The Wombats,0.671,0.897
6ugHtf3IModjYQ7dHDuEhO,british,Change My Mind,One Direction,0.517,0.619
0gQpRWjX9WX8t2KeRfYVR1,british,"William, It Was Really Nothing - 2008 Remaster",The Smiths,0.513,0.943
12B0Twa9kRz45Xw2PgXHJm,british,Afire Love,Ed Sheeran,0.333,0.637
0QSQSRLBSYgB34WcEpicFP,british,With Ur Love,Cher Lloyd,0.694,0.832
1tjHKKI0r82IB5KL29whHs,british,Panic Station,Muse,0.726,0.766
3ViMAvyCcmbRauKuoP2GJm,british,Old Yellow Bricks,Arctic Monkeys,0.757,0.837
31tjImR06JCJswXViIvFuk,british,Alive,One Direction,0.383,0.895
2Uab83g0cf6PKsbuBqv6gF,british,It's My Life,The Animals,0.652,0.592
56KqaFSGTb7ifpt16t5Y1N,british,Rock the Casbah - Remastered,The Clash,0.866,0.872
75fUsE9ye4B8JgNVEp8lYz,cantopop,Shall We Talk,Eason Chan,0.496,0.309
5Zm0I147SFvWT7Fyi24T8W,cantopop,廢柴同盟,Jan Lamb,0.916,0.939
09PZUuqCdaZi7KEIXdmoEQ,cantopop,"相愛很難 - 電影""男人四十""歌曲",Anita Mui,0.45,0.73
38VdcBcQjWjGzb97E1gXlr,cantopop,明白,Closer,0.292,0.655
4cMCaxrAxc0XNoth9fqzf4,cantopop,Wonderland (Feat. Janice Vidal),24Herbs,0.265,0.607
1wCDHXmstvO3VLJALTuN8P,cantopop,劫數難逃,Jordan Chan,0.54,0.645
1nxJbK8FsX4EtYJh5BKJkv,cantopop,天長地久,周啟生,0.568,0.409
5a9LyvUQelD8lqU2BOlo0I,cantopop,明知故犯,Various Artists,0.127,0.318
4LP9hUditOI1ZAlxEXol2Y,cantopop,多謝關心,Various Artists,0.117,0.507
0wnBP6mLZXUqTkcahbs579,cantopop,Jin Tian Zhong Yu Yi Ren Hui Jia,Gin Lee,0.375,0.759
19udU6Fps14qvmuvPvwaeW,chicago-house,Can You Feel The Bass,Various Artists,0.659,0.903
3nRXUS1Rtwi5tr9eNTebNg,chicago-house,Can You Feel It,Various Artists,0.468,0.695
2269i5Fgm9KAG7nRX7NGPW,chicago-house,It's Over,Various Artists,0.801,0.49
6HuS7VVP3elJORwlhoBvsR,chicago-house,What's Up Rocky,Various Artists,0.966,0.754
20gFQeaikLa2Ntag4ohjNn,chicago-house,Bremen Ost,Stephan Bodzin,0.103,0.602
7derb2qOeP1x75G5G4J1Ru,chicago-house,The Horn Song - Original Mix,The Don,0.747,0.534
5IMkl51S87vaP8BkUOJ9Vt,chicago-house,Space Invaders Are Smoking Grass,I-F,0.306,0.661
2CbgPrMwa0UWUdppsOIoTR,chicago-house,Boogie Down Bronx,Man Parrish,0.469,0.639
040feKzAD1CyH8asrYDfDp,chicago-house,Meet Every Situation Head On (Noise & Mista Luv Mix),Psychic TV,0.831,0.892
3mHI82rXE6dqbHOSmbYzmi,chicago-house,Change For Me,Eric Roberson,0.797,0.625
2l98ANVveepjqXIWaIoCDW,children,Manboy,Eric Saade,0.373,0.808
4XjBPaPcclm45g7jqxs80O,children,"Heigh-Ho - From ""Snow White and the Seven Dwarfs""/Soundtrack Version",Various Artists,0.772,0.67
6PRC2qyslEy7GfzmtyDPQp,children,Witch Doctor,Alvin & The Chipmunks,0.737,0.922
5Fe1zUOn310veVsY3kMVlf,children,Imagination Movers Theme,Imagination Movers,0.878,0.916
3GfOAdcoc3X5GPiiXmpBjK,children,Song 2,Blur,0.855,0.709
20o8Y01V58egl0hKxtgHC1,children,I'm So Sorry,Yo Gabba Gabba,0.563,0.663
52PXH7gr8yWkMrMAQYL63r,children,"A Bug's Life Suite - From ""A Bug's Life""",Various Artists,0.15,0.269
3bJjYmanLTAVOAKx4RMyGV,children,"The North Mountain - From ""Frozen""/Score",Various Artists,0.0331,0.058
2wqaekenSQZm7hxQOYt8oE,children,Am I Wrong,Nico & Vinz,0.76,0.68
5fnA9mkIfScSqHIpeDyvck,children,Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,0.8,0.875
2B4p8xjpBFP8ZinAtewfrB,chill,Reunion,The xx,0.0514,0.367
6wDKGtbPpF9xPMRv7bswQN,chill,Dead Sea,The Lumineers,0.472,0.319
31DVVa40JpTudyGDNC1ROW,chill,Everything in Its Right Place,Radiohead,0.0623,0.462
1jyddn36UN4tVsJGtaJfem,chill,You Are the Best Thing,Ray LaMontagne,0.885,0.727
0SuG9kyzGRpDqrCWtgD6Lq,chill,Give Me Love,Ed Sheeran,0.11,0.328
2QhURnm7mQDxBb5jWkbDug,chill,Don't Panic,Coldplay,0.453,0.612
2Lx9qpN7NgiWD4rgSQRBGH,chill,Midnight In A Perfect World,DJ Shadow,0.62,0.662
1EbWiEra7ovNsMq3DeLSDy,chill,Power Trip (feat. Miguel),J. Cole,0.406,0.608
7vFv0yFGMJW3qVXbAd9BK9,chill,Your Body Is a Wonderland,John Mayer,0.687,0.729
6UaRii9AH6Zss9xNMEQ2M9,chill,Love The Way You Lie,Eminem,0.638,0.922
4ig4joRGrX6jA2ln18ayR6,classical,Shaker Loops (version for string orchestra): A Final Shaking,John Adams,0.0801,0.0387
2URjwQulkDiDmFdjSPrcSc,classical,Appalachian Spring: VIII. Coda. Moderato,Aaron Copland,0.0428,0.00246
2LFGLqK12IzOi5sSu5wQJ6,classical,"Symphony No. 4 ""Los Angeles"": I. Con sublimità",Arvo Pärt,0.0372,0.0223
1oDAFTOXZGSQedBa6hXGhT,classical,"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 14c, Pas de deux. Variation II ""Dance of the Sugar Plum Fairy""",Pyotr Ilyich Tchaikovsky,0.0463,0.0205
2CACso0N7JssbeKSdN4Drl,classical,"Rigoletto / Act 3: ""La donna è mobile""",Luciano Pavarotti,0.379,0.208
2CIY2peTbSKNNHgykODpO4,classical,"Toccata And Fugue In D Minor, BWV 565",Leopold Stokowski,0.141,0.137
1n8NKQRg8LVHy7oUhUgbFF,classical,Hedwig's Theme,John Williams,0.077,0.162
0NvKyH2zVnhLcgMM7wAuK6,classical,Evey Reborn,Various Artists,0.0291,0.0992
3exBKAzjmT57jjH1TTFBni,classical,Theme and Variations,Ruth Crawford Seeger,0.0466,0.127
1Z43fZwZBbyx2Z9EkWvNs5,classical,"Sonata for 2 Pianos in D Major, K.448/375a: I. Allegro con spirito",Wolfgang Amadeus Mozart,0.416,0.0609
6mdwPV2pxF5o1WuA9ukTpC,club,Smack My Bitch Up,The Prodigy,0.275,0.993
7Bt36rJMdiN8edxCEO3KWw,club,Dangerous (feat. Sam Martin),David Guetta,0.43,0.747
5GayeBzzXIEl6fY0cP42Z1,club,Addicted To You,Avicii,0.303,0.785
46Xnj8vZFwOZCE4aZNXlTf,club,Not In Love - Radio Version,Crystal Castles,0.199,0.98
2uGJC6Z7vQPkAmk0TVrOhS,club,Delirious (Boneless) (feat. Kid Ink),Various Artists,0.917,0.908
3lZ6Oa8g1f9S05eFOt26E9,club,Barbra Streisand,Duck Sauce,0.406,0.927
4qABfS1RaGVXdBhj2BQyhO,club,Runaway (U & I),Galantis,0.383,0.805
6zlOUIqcU6juXFww9UNpJK,club,Five Hours,Deorro,0.575,0.821
3sCOSNH82pkeCMqudYibjb,club,Netzwerk (Falls Like Rain),Various Artists,0.265,0.71
4B9WpvjfKz37WzokV4dpll,club,Firestarter,The Prodigy,0.357,0.948
7jjv4PM2Pv8xxdgkr5PNWQ,comedy,Boxin',Martin Lawrence,0.452,0.6
0jtIlxqj0dGEmzFgYZZtLF,comedy,Girl's Night,Iliza Shlesinger,0.345,0.918
5jPV3O9mmO8eLbURAfAbGT,comedy,THREE,Daniel Tosh,0.346,0.945
497RhabXN14IDFq6BMzqED,comedy,This Woman I Met,Steven Wright,0.0303,0.995
6ba3H83IYgwYVnT3VZUxUM,comedy,The Donkey On Full House,Bob Saget,0.575,0.945
21gmMGuONBkTigWGguEIg7,comedy,Community College,Darryl Lenox,0.741,0.712
4l9aesWVNmBYvkB3dEI1We,comedy,Trick Or Treating,George Lopez,0.0354,0.982
6jsxdPGKj6oO7FOpYxoCDE,comedy,Grindr,Sandra Bernhard,0.367,0.665
23VLYIq2No1Poo1Wv6Vn0f,comedy,Meatloaf,Cameron Esposito,0.62,0.473
6yjoLviIwT6onwNdzCQrm7,comedy,The Parking Ticket,Patton Oswalt,0.354,0.944
3xIxLHtJe4do8Xe1b6Wtf4,country,Something To Ride To,Jake Owen,0.43,0.767
0RFgvrhkf9FiDRLA0BhzpZ,country,Drift Away,Uncle Kracker,0.861,0.66
71oM1aFuUhUcynBNyvUPxX,country,There Ain't Nothin' Wrong with the Radio,Aaron Tippin,0.912,0.58
4mpUaApNea2QhQshM4xyr4,country,Brand New Girlfriend,Steve Holy,0.72,0.861
3tEYaYV2rrsAcL6AcPxetH,country,Who I Am,Jessica Andrews,0.311,0.671
4sZY0JOIot0TapXBq0s5xg,country,California,Big & Rich,0.802,0.845
65B1tEOv5W294uCKbmEcFV,country,I Hope You Dance,Lee Ann Womack,0.275,0.443
2xYlyywNgefLCRDG8hlxZq,country,"Take Me Home, Country Roads - Rerecorded",John Denver,0.546,0.43
2TYlCPSARkvifu7jvsG1B1,country,Breathe - 2007 Remaster,Faith Hill,0.246,0.563
5GOLGi2dpY0oYwVmxZXjL8,country,Woulda Left Me Too,Ryan Griffin,0.173,0.452
0a53p8UzpQD0uW1hFUB4oF,dance,"Music Sounds Better With You - 12"" Club Mix",Various Artists,0.378,0.615
7dYq0bAE9fwdLVYlXCldsg,dance,It's You - Panic City Remix,Syn Cole,0.465,0.869
6cXa3Q4Tj4R2AK9fTk5ChH,dance,Geeks,Willy Joy,0.291,0.887
4eDymb0xGdS0x1wmS2RFsb,dance,Hit It Up,Various Artists,0.956,0.772
1BBplyYdhtbrJy2yEN7EaR,dance,Falling - Psychemagik Remix,HAIM,0.576,0.755
0KPEeNfMk7nqvnUkdDzqM6,dance,Renegades - Astrolith Remix,X Ambassadors,0.412,0.855
1tGc3FIrjizWpIec4C7G62,dance,Disco Shit,Cherub,0.704,0.635
0JJPrT8fMHs7b6n1VnqjEB,dance,My Mind,LO'99,0.32,0.652
1A6sVuun3GjnRutMi5ORQJ,dance,Klanga,Gostan,0.141,0.737
75HXTRhUWcPBO02HqQcTI6,dance,Snap That Neck (Radio Edit),Laidback Luke,0.306,0.675
2LibQBigAh1Mf3jWHKgZcP,dancehall,Open Up,Vybz Kartel,0.646,0.755
3fTJh8P9FPAXrN1GljEfSq,dancehall,True Friend (Buss A Shot),Demarco,0.461,0.772
4BXSQd7fTTLGatAd6wcu4E,dancehall,Million Pound Girl (Badder Than Bad) - Edit,Fuse ODG,0.734,0.938
6pIhN2XWqNhc6o1YS6ZHVH,dancehall,Good Girl Gone Bad (feat. Konshens),Tarrus Riley,0.739,0.716
4G0M5rMRmERVLpwC5K0YDK,dancehall,Fatima,Voicemail,0.297,0.667
1YjBJlLZh4wwnfYZCr3jrE,dancehall,Under Me Sleng Teng,Wayne Smith,0.91,0.508
44NFd0LGevT1cxH8BoPZSP,dancehall,Youth Dem Cold,Richie Spice,0.83,0.706
3ZaEEsJZ2MfOp3kW73xRfL,dancehall,She Nuh Wha,Various Artists,0.916,0.898
420WdRY6Ym6I8dsQj4diyI,dancehall,Good Like Gold,Various Artists,0.887,0.92
7uHzj8R6soDRePERvxmnyq,dancehall,Clean,Various Artists,0.784,0.608
6z2kUtd7DNAkpdY0EHHzfV,death-metal,Threatening Skies,Obituary,0.636,0.921
3cmEh49U5WRfPcFipIu7LY,death-metal,When Life Has Ceased,Entombed,0.178,0.986
60E6KwYdDd58XmuDYt6by6,death-metal,Culinary Hyperversity,Necrophagist,0.291,0.98
6bldg6B5SIW9kjp5XdDTcQ,death-metal,War Master,Bolt Thrower,0.169,0.92
7audyKMpvgzO3ttY1T0ZLJ,death-metal,See Through Dreams,Death,0.233,0.96
61LjDjRh0qXpd5wn24Kw9l,death-metal,Never To Be Seen Again,Deicide,0.11,0.994
0blW0kHeSq3Ach3pH4qLF9,death-metal,God of the Forsaken,Morbid Angel,0.0346,0.963
6VqU0I8OvuB7jq4T4xEJez,death-metal,Descend Into Depravity,Dying Fetus,0.43,0.873
41AzvLDjPhzJL2OTAwObWw,death-metal,The Jester Race,In Flames,0.643,0.981
7zmgGJrQoOOSrkEoJDVeR2,death-metal,Father of the Wolf,Amon Amarth,0.559,0.964
3m3WEYwyS5wCERvc2FWZtR,deep-house,Just Smile For Me,Bondax,0.281,0.674
2vnqqcjcF2EyvWAsKGspcl,deep-house,Can't Find My Baby,Daniel Steinberg,0.52,0.742
6og5fLPMYYwHtmeMpMUzYX,deep-house,Waiting for You - Fingerpaint Remix,Kris Menace,0.393,0.704
6YqTxWVcChGMGcyElk5gvI,deep-house,Over,Hannah Wants,0.437,0.859
5l7Tj988oJOLBGRQN8hiWt,deep-house,"Be Brave, Clench Fists",Leon Vynehall,0.231,0.828
0t3WLhaGEcxanXfk1gal8D,deep-house,The Guitar Man - Original Mix,WEISS,0.494,0.594
7nR3VhNOJW0yJab3fyazA8,deep-house,Loneliness - Original,Various Artists,0.437,0.684
5daYzFYr63Mk4sz7c92PAK,deep-house,You - Steffi Remix,Bicep,0.48,0.817
0BmNEP4GXm3JC6tRLs79wr,deep-house,Ask Yourself,Julio Bashmore,0.484,0.708
6oDVmBRNYzuieJdr6xwVhn,deep-house,Spoons,Rudimental,0.706,0.583
5sJiLlgQKBL81QCTOkoLB5,detroit-techno,Good Life,Inner City,0.952,0.783
01HQWci7BvNBXA4shr4jMg,detroit-techno,Rising Sun,Aril Brikha,0.301,0.729
0vfu73acawlEsZl4EQ3q0x,detroit-techno,Total Pure,Various Artists,0.336,0.587
0EgviF3SRYuARt8IwCMWMo,detroit-techno,Starlight - Echospace Unreleased Mix,Model 500,0.617,0.576
1BJXRMGMdb2f33g1XMUE1n,detroit-techno,Fractual (in),The Detroit Escalator Co.,0.183,0.217
5eVyLVOtekxcVzGHAjY8p3,detroit-techno,The Exodos,Robert Hood,0.0757,0.796
6rhzQ8Wb83YWR6HxuUimmd,detroit-techno,DJ-Kicks Track - (At Les),Various Artists,0.413,0.631
1cPQ1rVXKg5BznmASyFksL,detroit-techno,Glob,Plastikman,0.0343,0.538
2TNbBte9B0vENa06NcX8dz,detroit-techno,Illuminator,Underground Resistance,0.716,0.721
2PBWhOrNS5sIgqNuwyvV4E,detroit-techno,The Crawling Frog is Torn and Smiles,Various Artists,0.0342,0.702
41FS9BeDgtC8aplD0Nh5e1,disco,Hot Stuff - Single Version,Donna Summer,0.97,0.874
6SKwQghsR8AISlxhcwyA9R,disco,Marry You,Bruno Mars,0.452,0.82
5FeuH4LtGxDWkSkhRG47QT,disco,You Make Me Feel... (feat. Sabi),Cobra Starship,0.748,0.857
5lmYpa6EaVAKAlwxMf7q5c,disco,Don't You Want Me - 2002 - Remaster,The Human League,0.961,0.744
5S1yeuswEPofFOCkMFLNLc,disco,Like A G6,Far East Movement,0.715,0.869
5R9a4t5t5O0IsznsrKPVro,disco,Single Ladies (Put a Ring on It),Beyoncé,0.272,0.584
